  UID   PID  PPID   C STIME   TTY           TIME CMD
  501 65839 65828   0 11:14PM ??        12:13.34 /Applications/Notion.app/Contents/Frameworks/Notion Helper (Renderer).app/Contents/MacOS/Notion Helper (Renderer) --type=renderer --user-data-dir=/Users/vladislavferafontov/Library/Application Support/Notion --standard-schemes=notion --secure-schemes=notion --cors-schemes=notion --fetch-schemes=notion --service-worker-schemes=notion --app-path=/Applications/Notion.app/Contents/Resources/app.asar --enable-sandbox --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=9 --time-ticks-at-unix-epoch=-1708701065632714 --launch-time-ticks=975817930775 --shared-files --field-trial-handle=1718379636,r,17370770168476382333,8442355362095528590,262144 --enable-features=kWebSQLAccess --disable-features=SpareRendererForSitePerProcess --variations-seed-version --seatbelt-client=76
  501 65840 65828   0 11:14PM ??        18:56.05 /Applications/Notion.app/Contents/Frameworks/Notion Helper (Renderer).app/Contents/MacOS/Notion Helper (Renderer) --type=renderer --user-data-dir=/Users/vladislavferafontov/Library/Application Support/Notion --standard-schemes=notion --secure-schemes=notion --cors-schemes=notion --fetch-schemes=notion --service-worker-schemes=notion --app-path=/Applications/Notion.app/Contents/Resources/app.asar --enable-sandbox --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=10 --time-ticks-at-unix-epoch=-1708701065632714 --launch-time-ticks=975817988791 --shared-files --field-trial-handle=1718379636,r,17370770168476382333,8442355362095528590,262144 --enable-features=kWebSQLAccess --disable-features=SpareRendererForSitePerProcess --variations-seed-version --seatbelt-client=73
  501 65845 65828   0 11:14PM ??         0:01.06 /Applications/Notion.app/Contents/Frameworks/Notion Helper (Renderer).app/Contents/MacOS/Notion Helper (Renderer) --type=renderer --user-data-dir=/Users/vladislavferafontov/Library/Application Support/Notion --standard-schemes=notion --secure-schemes=notion --cors-schemes=notion --fetch-schemes=notion --service-worker-schemes=notion --app-path=/Applications/Notion.app/Contents/Resources/app.asar --enable-sandbox --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=11 --time-ticks-at-unix-epoch=-1708701065632714 --launch-time-ticks=975824312245 --shared-files --field-trial-handle=1718379636,r,17370770168476382333,8442355362095528590,262144 --enable-features=kWebSQLAccess --disable-features=SpareRendererForSitePerProcess --variations-seed-version --seatbelt-client=88
  501 65852     1   0 11:14PM ??         0:01.85 /System/Library/PrivateFrameworks/AXAssetLoader.framework/Support/axassetsd
  501 65853     1   0 11:14PM ??         0:00.03 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.ComponentTagHelper.xpc/Contents/MacOS/com.apple.audio.ComponentTagHelper
  501 65862     1   0 11:18PM ??         0:00.19 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501 65936     1   0 11:33PM ??         0:00.04 /System/Library/PrivateFrameworks/HelpData.framework/Versions/A/Resources/helpd
  501 65939     1   0 11:35PM ??         0:57.47 /Applications/Google Chrome.app/Contents/MacOS/Google Chrome
  501 65941     1   0 11:35PM ??         0:00.03 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/122.0.6261.94/Helpers/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --database=/Users/vladislavferafontov/Library/Application Support/Google/Chrome/Crashpad --metrics-dir=/Users/vladislavferafontov/Library/Application Support/Google/Chrome --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=plat=OS X --annotation=prod=Chrome_Mac --annotation=ver=122.0.6261.94 --handshake-fd=6
  501 65945 65939   0 11:35PM ??         0:33.26 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/122.0.6261.94/Helpers/Google Chrome Helper (GPU).app/Contents/MacOS/Google Chrome Helper (GPU) --type=gpu-process --metrics-client-id=32643da9-671b-41f1-9092-b4cdea8606f5 --gpu-preferences=WAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAaAcAAAAAAABoBwAAAAAAAHgCAABOAAAAcAIAAAAAAAB4AgAAAAAAAIACAAAAAAAAiAIAAAAAAACQAgAAAAAAAJgCAAAAAAAAoAIAAAAAAACoAgAAAAAAALACAAAAAAAAuAIAAAAAAADAAgAAAAAAAMgCAAAAAAAA0AIAAAAAAADYAgAAAAAAAOACAAAAAAAA6AIAAAAAAADwAgAAAAAAAPgCAAAAAAAAAAMAAAAAAAAIAwAAAAAAABADAAAAAAAAGAMAAAAAAAAgAwAAAAAAACgDAAAAAAAAMAMAAAAAAAA4AwAAAAAAAEADAAAAAAAASAMAAAAAAABQAwAAAAAAAFgDAAAAAAAAYAMAAAAAAABoAwAAAAAAAHADAAAAAAAAeAMAAAAAAACAAwAAAAAAAIgDAAAAAAAAkAMAAAAAAACYAwAAAAAAAKADAAAAAAAAqAMAAAAAAACwAwAAAAAAALgDAAAAAAAAwAMAAAAAAADIAwAAAAAAANADAAAAAAAA2AMAAAAAAADgAwAAAAAAAOgDAAAAAAAA8AMAAAAAAAD4AwAAAAAAAAAEAAAAAAAACAQAAAAAAAAQBAAAAAAAABgEAAAAAAAAIAQAAAAAAAAoBAAAAAAAADAEAAAAAAAAOAQAAAAAAABABAAAAAAAAEgEAAAAAAAAUAQAAAAAAABYBAAAAAAAAGAEAAAAAAAAaAQAAAAAAABwBAAAAAAAAHgEAAAAAAAAgAQAAAAAAACIBAAAAAAAAJAEAAAAAAAAmAQAAAAAAACgBAAAAAAAAKgEAAAAAAAAsAQAAAAAAAC4BAAAAAAAAMAEAAAAAAAAyAQAAAAAAADQBAAAAAAAANgEAAAAAAAAEAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAAAAAAAEAAAAQAAAAAAAAAAAAAAACAAAAEAAAAAAAAAAAAAAAAwAAABAAAAAAAAAAAAAAAAYAAAAQAAAAAAAAAAAAAAAHAAAAEAAAAAAAAAAAAAAACAAAABAAAAAAAAAAAAAAAAkAAAAQAAAAAAAAAAAAAAALAAAAEAAAAAAAAAAAAAAADAAAABAAAAAAAAAAAAAAAA4AAAAQAAAAAAAAAAAAAAAPAAAAEAAAAAAAAAAAAAAAEAAAABAAAAAAAAAAAQAAAAAAAAAQAAAAAAAAAAEAAAABAAAAEAAAAAAAAAABAAAAAgAAABAAAAAAAAAAAQAAAAMAAAAQAAAAAAAAAAEAAAAGAAAAEAAAAAAAAAABAAAABwAAABAAAAAAAAAAAQAAAAgAAAAQAAAAAAAAAAEAAAAJAAAAEAAAAAAAAAABAAAACwAAABAAAAAAAAAAAQAAAAwAAAAQAAAAAAAAAAEAAAAOAAAAEAAAAAAAAAABAAAADwAAABAAAAAAAAAAAQAAABAAAAAQAAAAAAAAAAQAAAAAAAAAEAAAAAAAAAAEAAAAAQAAABAAAAAAAAAABAAAAAIAAAAQAAAAAAAAAAQAAAADAAAAEAAAAAAAAAAEAAAABgAAABAAAAAAAAAABAAAAAcAAAAQAAAAAAAAAAQAAAAIAAAAEAAAAAAAAAAEAAAACQAAABAAAAAAAAAABAAAAAsAAAAQAAAAAAAAAAQAAAAMAAAAEAAAAAAAAAAEAAAADgAAABAAAAAAAAAABAAAAA8AAAAQAAAAAAAAAAQAAAAQAAAAEAAAAAAAAAAHAAAAAAAAABAAAAAAAAAABwAAAAEAAAAQAAAAAAAAAAcAAAACAAAAEAAAAAAAAAAHAAAAAwAAABAAAAAAAAAABwAAAAYAAAAQAAAAAAAAAAcAAAAHAAAAEAAAAAAAAAAHAAAACAAAABAAAAAAAAAABwAAAAkAAAAQAAAAAAAAAAcAAAALAAAAEAAAAAAAAAAHAAAADAAAABAAAAAAAAAABwAAAA4AAAAQAAAAAAAAAAcAAAAPAAAAEAAAAAAAAAAHAAAAEAAAABAAAAAAAAAACAAAAAAAAAAQAAAAAAAAAAgAAAABAAAAEAAAAAAAAAAIAAAAAgAAABAAAAAAAAAACAAAAAMAAAAQAAAAAAAAAAgAAAAGAAAAEAAAAAAAAAAIAAAABwAAABAAAAAAAAAACAAAAAgAAAAQAAAAAAAAAAgAAAAJAAAAEAAAAAAAAAAIAAAACwAAABAAAAAAAAAACAAAAAwAAAAQAAAAAAAAAAgAAAAOAAAAEAAAAAAAAAAIAAAADwAAABAAAAAAAAAACAAAABAAAAAQAAAAAAAAAAoAAAAAAAAAEAAAAAAAAAAKAAAAAQAAABAAAAAAAAAACgAAAAIAAAAQAAAAAAAAAAoAAAADAAAAEAAAAAAAAAAKAAAABgAAABAAAAAAAAAACgAAAAcAAAAQAAAAAAAAAAoAAAAIAAAAEAAAAAAAAAAKAAAACQAAABAAAAAAAAAACgAAAAsAAAAQAAAAAAAAAAoAAAAMAAAAEAAAAAAAAAAKAAAADgAAABAAAAAAAAAACgAAAA8AAAAQAAAAAAAAAAoAAAAQAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=1718379636,r,8372362179064843684,1215669585873662299,262144 --variations-seed-version=20240305-080109.174000 --seatbelt-client=33
  501 65946 65939   0 11:35PM ??         0:08.49 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/122.0.6261.94/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-GB --service-sandbox-type=network --metrics-client-id=32643da9-671b-41f1-9092-b4cdea8606f5 --shared-files --field-trial-handle=1718379636,r,8372362179064843684,1215669585873662299,262144 --variations-seed-version=20240305-080109.174000 --seatbelt-client=19
  501 65947 65939   0 11:35PM ??         0:01.27 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/122.0.6261.94/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-GB --service-sandbox-type=service --metrics-client-id=32643da9-671b-41f1-9092-b4cdea8606f5 --shared-files --field-trial-handle=1718379636,r,8372362179064843684,1215669585873662299,262144 --variations-seed-version=20240305-080109.174000 --seatbelt-client=55
  501 65961     1   0 11:35PM ??         0:00.07 /System/Cryptexes/App/usr/libexec/SafariLaunchAgent
  501 65966 65939   0 11:35PM ??         0:00.00 <defunct>
  501 65977     1   0 11:35PM ??         0:00.04 /System/Library/PrivateFrameworks/SiriTTSService.framework/Versions/A/XPCServices/com.apple.SiriTTSService.TrialProxy.xpc/Contents/MacOS/com.apple.SiriTTSService.TrialProxy
  501 66022 65939   0 11:37PM ??         0:01.74 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/122.0.6261.94/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-GB --service-sandbox-type=audio --message-loop-type-ui --metrics-client-id=32643da9-671b-41f1-9092-b4cdea8606f5 --shared-files --field-trial-handle=1718379636,r,8372362179064843684,1215669585873662299,262144 --variations-seed-version=20240305-080109.174000 --seatbelt-client=188
  501 66023 65939   0 11:37PM ??         0:02.36 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/122.0.6261.94/Helpers/Google Chrome Helper (Plugin).app/Contents/MacOS/Google Chrome Helper (Plugin) --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=en-GB --service-sandbox-type=none --message-loop-type-ui --metrics-client-id=32643da9-671b-41f1-9092-b4cdea8606f5 --shared-files --field-trial-handle=1718379636,r,8372362179064843684,1215669585873662299,262144 --variations-seed-version=20240305-080109.174000
  501 66025     1   0 11:37PM ??         0:00.02 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501 66042     1   0 11:38PM ??         0:00.21 /System/Library/PrivateFrameworks/WebPrivacy.framework/webprivacyd
  501 66049 65939   0 11:40PM ??         0:00.00 <defunct>
  501 66058     1   0 11:40PM ??         0:00.42 /System/Library/PrivateFrameworks/SoftwareUpdate.framework/Resources/SoftwareUpdateNotificationManager.app/Contents/MacOS/SoftwareUpdateNotificationManager
  501 66059     1   0 11:40PM ??         0:05.74 /System/Library/PrivateFrameworks/UIFoundation.framework/Versions/A/XPCServices/nsattributedstringagent.xpc/Contents/MacOS/nsattributedstringagent
  501 66099     1   0 11:54PM ??         0:00.36 /System/Library/PrivateFrameworks/SiriTTSService.framework/sirittsd
    0 66108     1   0 12:00AM ??         0:00.04 aslmanager
  501 66109     1   0 12:00AM ??         0:00.19 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
  501 66134     1   0 12:04AM ??         0:00.53 /usr/libexec/fmfd
  501 66140     1   0 12:04AM ??         0:01.47 /System/Library/PrivateFrameworks/TelephonyUtilities.framework/callservicesd
  501 66141     1   0 12:04AM ??         0:00.06 /System/Library/PrivateFrameworks/TelephonyUtilities.framework/XPCServices/com.apple.FaceTime.FTConversationService.xpc/Contents/MacOS/com.apple.FaceTime.FTConversationService
  501 66175     1   0 12:16AM ??         0:00.37 cloudphotod
  501 66199     1   0  1:14AM ??         0:11.25 /usr/libexec/remindd
  501 66208     1   0  2:06AM ??         0:00.43 /usr/libexec/adprivacyd
    0 66218     1   0  3:52AM ??         0:00.03 /usr/libexec/dirhelper
  501 66267     1   0  6:23AM ??         0:00.04 /System/Library/PrivateFrameworks/DeviceCheckInternal.framework/devicecheckd
  501 66269     1   0  6:23AM ??         0:02.30 /System/Library/PrivateFrameworks/AppStoreDaemon.framework/Support/appstoreagent
  274 66270     1   0  6:23AM ??         0:00.06 /System/Library/PrivateFrameworks/InstallCoordination.framework/Support/installcoordinationd
    0 66271     1   0  6:23AM ??         0:00.04 /System/Library/PrivateFrameworks/AppStoreDaemon.framework/Versions/A/XPCServices/com.apple.AppStoreDaemon.StorePrivilegedTaskService.xpc/Contents/MacOS/com.apple.AppStoreDaemon.StorePrivilegedTaskService
  501 66278     1   0  6:23AM ??         0:00.01 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
    0 66279     1   0  6:23AM ??         0:03.41 /System/Library/PrivateFrameworks/CacheDelete.framework/deleted_helper
    0 66281     1   0  6:23AM ??         0:00.12 /System/Library/PrivateFrameworks/AuthKit.framework/Versions/A/Support/akd
  501 66284     1   0  6:24AM ??         0:00.35 /usr/libexec/promotedcontentd
  235 66286     1   0  6:24AM ??         0:00.11 /usr/libexec/AssetCache/AssetCache
  296 66287     1   0  6:24AM ??         0:00.08 /usr/libexec/aneuserd
    0 66288     1   0  6:24AM ??         0:00.06 /System/Library/PrivateFrameworks/PackageKit.framework/Resources/installd
    0 66289     1   0  6:24AM ??         0:00.16 /System/Library/PrivateFrameworks/CloudKitDaemon.framework/Support/cloudd --system
    0 66291     1   0  6:24AM ??         0:00.05 /System/Library/PrivateFrameworks/PackageKit.framework/Resources/system_installd
  501 66292     1   0  6:24AM ??         0:00.03 /System/Library/PrivateFrameworks/GeoServices.framework/geodMachServiceBridge
    0 66293     1   0  6:24AM ??         0:00.07 /System/Library/PrivateFrameworks/AssetCacheServicesExtensions.framework/XPCServices/AssetCacheTetheratorService.xpc/Contents/MacOS/AssetCacheTetheratorService
  501 66299     1   0  6:24AM ??         0:00.90 /System/Library/PrivateFrameworks/VoiceShortcuts.framework/Versions/A/Support/siriactionsd
  501 66301     1   0  6:24AM ??         0:00.50 /System/Library/PrivateFrameworks/iCloudDriveService.framework/XPCServices/ContainerMetadataExtractor.xpc/Contents/MacOS/ContainerMetadataExtractor
    0 66302     1   0  6:24AM ??         0:00.69 /usr/libexec/triald_system
  501 66306     1   0  6:24AM ??         0:00.21 /System/Library/PrivateFrameworks/TextToSpeechVoiceBankingSupport.framework/Support/voicebankingd
  501 66307     1   0  6:24AM ??         0:00.08 /System/Library/CoreServices/EscrowSecurityAlert.app/Contents/MacOS/EscrowSecurityAlert
  501 66309     1   0  6:24AM ??         0:00.19 /System/Library/PrivateFrameworks/CloudServices.framework/Helpers/com.apple.sbd
    0 66312     1   0  6:39AM ??         0:00.02 /System/Library/PrivateFrameworks/AutomationMode.framework/automationmode-writer
  501 66337     1   0  8:51AM ??         0:00.54 /usr/libexec/appleaccountd
    0 66338     1   0  8:51AM ??         0:00.04 /usr/libexec/memoryanalyticsd -xlatS
    0 66342     1   0  9:26AM ??         0:00.04 /usr/libexec/tzd
  501 66346     1   0  9:28AM ??         0:00.08 /System/Library/PrivateFrameworks/ProtectedCloudStorage.framework/Helpers/ProtectedCloudKeySyncing
  501 66352     1   0  9:28AM ??         0:00.60 /usr/libexec/tipsd
  501 66356     1   0  9:28AM ??         0:01.44 /System/Library/PrivateFrameworks/PhotoAnalysis.framework/Versions/A/Support/photoanalysisd
  501 66358     1   0  9:28AM ??         0:00.25 /usr/libexec/proactiveeventtrackerd
  501 66359     1   0  9:28AM ??         0:00.54 /System/Library/Frameworks/FinanceKit.framework/financed
    0 66360     1   0  9:28AM ??         0:00.02 /usr/libexec/periodic-wrapper daily
  277 66361     1   0  9:28AM ??         0:00.15 /System/Library/PrivateFrameworks/RemoteManagement.framework/remotemanagementd
  277 66364     1   0  9:28AM ??         0:00.07 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/SecuritySubscriber.xpc/Contents/MacOS/SecuritySubscriber
  277 66367     1   0  9:28AM ??         0:00.05 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/InteractiveLegacyProfilesSubscriber.xpc/Contents/MacOS/InteractiveLegacyProfilesSubscriber
  277 66380     1   0  9:28AM ??         0:00.06 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ScreenSharingSubscriber.xpc/Contents/MacOS/ScreenSharingSubscriber
  277 66384     1   0  9:28AM ??         0:00.06 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/LegacyProfilesSubscriber.xpc/Contents/MacOS/LegacyProfilesSubscriber
  277 66385     1   0  9:28AM ??         0:00.06 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/PasscodeSettingsSubscriber.xpc/Contents/MacOS/PasscodeSettingsSubscriber
  277 66386     1   0  9:28AM ??         0:00.07 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/AccountSubscriber.xpc/Contents/MacOS/AccountSubscriber
  277 66387     1   0  9:28AM ??         0:00.07 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/SoftwareUpdateSubscriber.xpc/Contents/MacOS/SoftwareUpdateSubscriber
  277 66388     1   0  9:28AM ??         0:00.06 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ManagementTestSubscriber.xpc/Contents/MacOS/ManagementTestSubscriber
  277 66389     1   0  9:28AM ??         0:00.06 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ManagedConfigurationFilesSubscriber.xpc/Contents/MacOS/ManagedConfigurationFilesSubscriber
  277 66391     1   0  9:28AM ??         0:00.09 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ASConfigurationSubscriber.xpc/Contents/MacOS/ASConfigurationSubscriber
  501 66392     1   0  9:28AM ??         0:00.14 /System/Library/PrivateFrameworks/RemoteManagement.framework/RemoteManagementAgent
  501 66393     1   0  9:28AM ??         0:00.09 /usr/libexec/mlhostd
  501 66394     1   0  9:28AM ??         0:00.07 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/SecuritySubscriber.xpc/Contents/MacOS/SecuritySubscriber
  501 66395     1   0  9:28AM ??         0:00.05 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/InteractiveLegacyProfilesSubscriber.xpc/Contents/MacOS/InteractiveLegacyProfilesSubscriber
  501 66396     1   0  9:28AM ??         0:00.06 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ScreenSharingSubscriber.xpc/Contents/MacOS/ScreenSharingSubscriber
  501 66398     1   0  9:28AM ??         0:00.05 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/LegacyProfilesSubscriber.xpc/Contents/MacOS/LegacyProfilesSubscriber
  501 66399     1   0  9:28AM ??         0:00.05 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/PasscodeSettingsSubscriber.xpc/Contents/MacOS/PasscodeSettingsSubscriber
  501 66400     1   0  9:28AM ??         0:00.07 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/AccountSubscriber.xpc/Contents/MacOS/AccountSubscriber
  501 66401     1   0  9:28AM ??         0:00.06 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/SoftwareUpdateSubscriber.xpc/Contents/MacOS/SoftwareUpdateSubscriber
  501 66403     1   0  9:28AM ??         0:00.05 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ManagementTestSubscriber.xpc/Contents/MacOS/ManagementTestSubscriber
  501 66404     1   0  9:28AM ??         0:00.05 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ManagedConfigurationFilesSubscriber.xpc/Contents/MacOS/ManagedConfigurationFilesSubscriber
  501 66405     1   0  9:28AM ??         0:00.07 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ASConfigurationSubscriber.xpc/Contents/MacOS/ASConfigurationSubscriber
  501 66406     1   0  9:28AM ??         0:00.41 /usr/libexec/MTLAssetUpgraderD
  247 66407     1   0  9:28AM ??         0:00.08 /System/Library/PrivateFrameworks/GameControllerFoundation.framework/Versions/A/XPCServices/GameControllerConfigService.xpc/Contents/MacOS/GameControllerConfigService
  501 66408     1   0  9:28AM ??         0:00.46 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/XPCServices/media-indexer.xpc/Contents/MacOS/media-indexer
  501 66409     1   0  9:28AM ??         0:00.89 /System/Library/PrivateFrameworks/AMPLibrary.framework/Versions/A/Support/AMPLibraryAgent --launchd
  501 66410     1   0  9:28AM ??         0:00.06 /System/Library/PrivateFrameworks/PodcastServices.framework/XPCServices/PodcastContentService.xpc/Contents/MacOS/PodcastContentService
  501 66411     1   0  9:28AM ??         2:33.91 /Applications/Timery.app/Contents/MacOS/Timery
  501 66412     1   0  9:28AM ??         0:00.05 /System/Library/PrivateFrameworks/BookKit.framework/Versions/A/XPCServices/com.apple.BKAgentService.xpc/Contents/MacOS/com.apple.BKAgentService
  501 66413     1   0  9:28AM ??         0:00.06 /System/Library/PrivateFrameworks/AMPLibrary.framework/Versions/A/Support/AMPArtworkAgent --launchd
  501 66414     1   0  9:28AM ??         0:00.01 /System/Library/Frameworks/Intents.framework/XPCServices/intents_helper.xpc/Contents/MacOS/intents_helper
  501 66415     1   0  9:28AM ??         0:04.54 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501 66426     1   0  9:29AM ??         0:00.51 /System/Library/Frameworks/CoreSpotlight.framework/spotlightknowledged
    0 66431     1   0  9:29AM ??         0:00.04 /usr/libexec/sysdiagnosed
  501 66436     1   0  9:29AM ??        66:04.89 /Applications/zoom.us.app/Contents/MacOS/zoom.us
  501 66437 66436   0  9:29AM ??         0:01.40 /Applications/zoom.us.app/Contents/Frameworks/caphost.app/Contents/MacOS/caphost -pid 66436 -evtname caphost66436 -key rpc
  501 66438     1   0  9:29AM ??         0:00.01 /usr/libexec/spindump_agent
  501 66439     1   0  9:29AM ??         0:00.22 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
  501 66440     1   0  9:29AM ??         0:00.63 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501 66441     1   0  9:29AM ??         0:00.84 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501 66442     1   0  9:29AM ??         0:00.60 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501 66443     1   0  9:29AM ??         0:00.63 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501 66444     1   0  9:29AM ??         0:00.19 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
  501 66445 66436   0  9:29AM ??         1:01.09 /Applications/zoom.us.app/Contents/Frameworks/CptHost.app/Contents/MacOS/CptHost -pid 66436 -evtname CptHost66436 -key 1685733749
    0 66446     1   0  9:29AM ??         0:00.04 /System/Library/Frameworks/SystemExtensions.framework/Versions/A/Helpers/sysextd
  501 66447     1   0  9:29AM ??         0:00.16 /System/Library/PrivateFrameworks/ContinuousDialogManagerService.framework/assistant_cdmd
  501 66448     1   0  9:29AM ??         0:00.02 /System/Library/PrivateFrameworks/CoreEmbeddedSpeechRecognition.framework/Versions/A/XPCServices/com.apple.siri.embeddedspeech.xpc/Contents/MacOS/com.apple.siri.embeddedspeech
  501 66450     1   0  9:29AM ??         0:01.85 /System/Library/PrivateFrameworks/CoreEmbeddedSpeechRecognition.framework/Versions/A/XPCServices/com.apple.siri.embeddedspeech.xpc/Contents/MacOS/com.apple.siri.embeddedspeech
  501 66453     1   0  9:29AM ??         0:00.16 /System/Library/PrivateFrameworks/IntelligencePlatformCore.framework/Versions/A/intelligenceplatformd
  501 66468     1   0  9:30AM ??         0:00.50 /System/Library/PrivateFrameworks/MapsSync.framework/mapssyncd
    0 66469     1   0  9:30AM ??         0:00.04 /System/Library/PrivateFrameworks/CoreKDL.framework/Support/corekdld
  501 66470     1   0  9:30AM ??         0:00.46 /System/Library/PrivateFrameworks/Noticeboard.framework/Versions/A/Resources/nbagent.app/Contents/MacOS/nbagent
    0 66471     1   0  9:30AM ??         0:00.06 /System/Library/PrivateFrameworks/Noticeboard.framework/Versions/A/Resources/nbstated
    0 66508     1   0  9:33AM ??         0:00.01 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
   89 66602     1   0  9:33AM ??         0:00.16 /usr/libexec/trustd --agent
  501 67520     1   0 14Feb24 ??         0:18.43 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/storeuid.app/Contents/MacOS/storeuid
    0 68153     1   0  9:33AM ??         0:00.02 /usr/libexec/keybagd -t 15
    0 68189     1   0  9:47AM ??         0:00.03 /usr/libexec/microstackshot
  501 68697     1   0 10:01AM ??         1:04.51 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501 68702     1   0 10:03AM ??         1:15.99 /Applications/Telegram.app/Contents/MacOS/Telegram
  501 68703     1   0 10:03AM ??         0:00.02 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
    0 68706     1   0 10:03AM ??         0:00.06 /System/Library/Frameworks/CoreMediaIO.framework/Resources/iOSScreenCapture.plugin/Contents/Resources/iOSScreenCaptureAssistant
